EntryID,City,Country,Action type,Description,DateAnnounced,DateEnded,Status (if known),Comments,contact info (optional),Primary news source,Additional sources,Additional sources 2,Additional sources 3,Additional sources 4
99,"Carrboro, NC",USA,Other strategies: misc,Convert some on street parking to short term curbside pickup,"April 2, 2020",,,,zhallock@townofcarrboro.org,,,,,
100,"Durham, NC",USA,Automated walk signals,Removed beg buttons in high use areas,"April 2, 2020",,,,,https://twitter.com/movesafedurham/status/1245704834390601731,,,,
101,New York City,USA,Other strategies: legal changes,NYC formally legalizes e-bikes & scooter,"April 2, 2020",,permanent,,,https://www.theverge.com/2020/4/2/21204232/new-york-legalizes-electric-bikes-scooters,,,,
102,New York City,USA,Other strategies: bike share,free bike share for essential workers,"April 2, 2020",,temporary,,,https://www.theverge.com/2020/4/2/21204232/new-york-legalizes-electric-bikes-scooters,,,,
103,Oakland CA,USA,Other strategies: misc,Creating new motor vehicle loading zones for takeout. The purpose is to enable drivers to pull out of the traffic lane/bike lane and into a loading zone at the curb (which will likely be converted parking spots,"April 2, 2020",,,,,,,,,
104,"London, Ont",Canada,Reallocated outer lane/curb space,eastbound curb lane of Kensington Bridge (Riverside Dr across the Thames River) will be closed to motor vehicles until further notice to provide more space for people walking and biking,"April 3, 2020",,,,,https://www.london.ca/newsroom/Pages/additional-physical-distancing-measures.aspx,,,,
105,"London, Ont",Canada,Closed streets to motor vehicles,Blackfriars Bridge will be closed to motor vehicles until further notice to provide more space for people walking and biking,"April 3, 2020",,,,,https://www.london.ca/newsroom/Pages/additional-physical-distancing-measures.aspx,,,,
106,"London, Ont",Canada,Other strategies: one way walking,one-way sidewalks and 'wait your turn' strategies enforced in areas with narrow sidewalks,"April 3, 2020",,,,,,,,,
107,"St. Paul, MN",USA,Closed streets to motor vehicles,temporary road closures (apr 3-10) expressly to enable walking/biking. UPDATE 22 April: Mississippi River Blvd restricts southbound lane to pedestrian/bike traffic only. Parallel closure from 46th Ave S to 11th Ave S w/northbound vehicle traffic will create a loop for residents in both cities.,"April 3, 2020",,,,,https://twitter.com/cityofsaintpaul/status/1246232912971915265,https://twitter.com/Ward4STP/status/1253062311595716617,,,
108,"Denver, CO",USA,Closed streets to motor vehicles,removing motor vehicles from multiple streets to promote outdoor recreation; more streets under consideration,"April 4, 2020",,,,,https://www.denverpost.com/2020/04/03/denver-streets-closed-coronavirus-covid/?utm_campaign=socialflow&utm_content=tw-denverpost&utm_source=twitter.com&utm_medium=social,,,,
109,"Denver, CO",USA,Closed streets to motor vehicles,Yes - park roads; closed streets to cars in various city parks,"April 4, 2020",,,,rob@nosquish.com,,,,,
110,Drummondville,Canada,Closed streets to motor vehicles,"Curé-Marchand bridge, along with segments of Rue du Pont on either side to allow pedestrians ""to respect social distancing.""","April 4, 2020",,,,@place_canada,https://www.journalexpress.ca/2020/04/05/le-pont-cure-marchand-exclusif-aux-pietons/?fbclid=IwAR05SF7Pw-hdTrJmRYg9RGqZ3uCDiMtkGKL2QGPLJYY6pmMvFZHU5pvYXIM,,,,
111,"Los Angeles, CA",USA,Automated walk signals,priority to high-traffic areas,,,,,,,,,,
112,New Zealand,New Zealand,Other strategies: new funding streams for ped/bike,"National gov't agreed to pay 90% of cost for pop-up bike lanes, footpaths, & other effortsby local councils to create space for social distancing after lockdown","April 5, 2020",,,,,https://www.stuff.co.nz/national/120970386/how-coronavirus-will-change-the-face-of-the-cbd,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12324256,,,
113,"Seattle, WA",USA,Other strategies: transit improvements,increased transit vehicles available to enable social distancing,"April 5, 2020",,,,,https://www.seattletimes.com/seattle-news/health/coronavirus-daily-news-updates-may-4-what-to-know-today-about-covid-19-in-the-seattle-area-washington-state-and-the-nation/,,,,
114,Budapest,Hungary,Reallocated outer lane/curb space,taking road space to facilitate creation of temporary citywide bicycle network. may be converted to permanent at some point.,"April 6, 2020",,Temporary,,,https://koronavirus.budapest.hu/en/2020/04/06/temporary-bike-lanes-will-help-traffic-during-the-pandemic/,https://index.hu/belfold/2020/03/30/aprilistol_a_kerekparos_halozat_gyors_boviteset_tervezi_a_fovaros/,,,
115,Cologne,Germany,Closed streets to motor vehicles,"1 park street, 1 bridge","April 6, 2020",,,,,https://www.stadt-koeln.de/politik-und-verwaltung/presse/mitteilungen/21684/index.html,,,,
116,"Providence, RI",USA,Automated walk signals,"removing beg buttons in high traffic areas; with advocacy pressure, the City has moved to make this change permanent on all City-operated traffic signals","April 6, 2020",,,,C.J. Opperthauser walkpvd@gmail.com,https://www.facebook.com/ProvPlanning/posts/1898745216924160?__xts__[0]=68.ARBWJ-U-qNkngx5oA5VUHQahNJWG-RCIId_KWpQRqwMP_rDgibnjt8gVLesXVgh5oQIjEgcJu5U6DPbAmBUAXJoZhuzTts6NcHnLs4tE5-GoFeEOHpNOZKhDEhK2khGF0txcYKrW3xrF7txQlAZtLjELEVEf5H4Ksc2VnSfG9rWRUqhlvYobn7BG8QwWAUmuJ4HnbBsGJ9qIkzydAYl0wCQxB6x61oVj_fuIeSpWECr3Br-QlTIlze01FrTl1CJYkA_yjhgISPha-7Y0CYP2tyjSx16BTBxplrNIj-Is0vTZ7md3atanfCuVoPCSIrrv-tXJfmzkTnWaCEU_iNWZRhrk8cEbFujT6k5Krr-egVyLz6TfozSNhHRiOvCuP7nerNewBZGp9oNcKAK2-UuEiHbys4imMPcplwQq4XJGwJheqYFQP96J4FTfJG7erLUMlrP3yzLOsUU-YlroP1PCH7abGnPKyNWFY1ftlFi02zN1bLagySb32wwS&__tn__=-R,,,,
117,"Washington, DC",USA,Other strategies: bike share,Free bike share for 30 days for essential workers,"April 6, 2020",,,,,https://www.capitalbikeshare.com/blog/essential-workers-program,,,,
118,Winnipeg,Canada,Filtered/banned non-local traffic ,Restrictions on motor vehicles on 4 streets beginning Apr 6 during daytime; more streets added 21 April 2020; even more streets announced to be added in May. This is an expansion of a regular open streets event.,"April 6, 2020",,,,,https://www.cbc.ca/news/canada/manitoba/city-winnipeg-active-transportation-routes-1.5516549,https://winnipeg.ca/publicworks/pedestriansCycling/sundayHolidayBicycleRoute.stm,,,
119,Winnipeg,Canada,Automated walk signals,,"April 6, 2020",,,,,,,,,
120,"Berkeley, CA",USA,Automated walk signals,Disabling beg buttons at 47 high ped traffic intersections (ped crossing signals made automatic),"April 7, 2020",,,,info@walkbikeberkeley.org,https://twitter.com/CityofBerkeley/status/1247582564300115968?s=20,,,,
121,"Chattanooga, TN",USA,Automated walk signals,automated all downtown pedestrian signals,"April 7, 2020",,,,,https://twitter.com/Chattanooga_gov/status/1247589517315497984,,,,
122,Kelowna,Canada,Automated walk signals,Downtown crossings changed to automated,"April 7, 2020",,,,,https://www.kelownacapnews.com/news/do-not-push-the-button-downtown-kelowna-crossings-go-touchless-amid-covid-19-pandemic/,,,,
123,"Salt Lake City, UT",USA,Automated walk signals,automated walk signals at 70 downtown intersections,"April 7, 2020",,,,,https://www.sltrib.com/news/2020/04/07/live-coronavirus-updates/,,,,
124,New Jersey,USA,Specific closure of walking/cycling infrastructure,All state and county parks and trails closed. (One trail has an exemption as a transportation corridor.),"April 7, 2020",,,,,https://www.inquirer.com/health/coronavirus/coronavirus-new-jersey-state-parks-forests-closed-covid-19-murphy-20200407.html,,,,
125,Vancouver BC,Canada,Closed streets to motor vehicles,all streets in Stanley Park going car-free (April 7 2020). update: 8 May - Vancouver govt announced indefinite extension of ban on cars in Stanley Park; have noticed 40% increase in park use since initial road closing,"April 7, 2020",,,"uptick in use of Stanley park roads and trails by pedestrians, joggers, cyclists has led to complaints about insufficient space for social distancing; city is stepping up monitoring and enforcement",,https://vancouversun.com/news/local-news/covid-19-stanley-park-crowds-prompt-road-closures/,https://www.theglobeandmail.com/canada/article-toronto-vancouver-look-into-closing-roads-to-traffic-to-create-space/,https://twitter.com/LGeospatial/status/1250943274027634693,,
126,Brussels ,Belgium,Specific closure of walking/cycling infrastructure,"4 bridges on an important urban walking/cycling trail closed off. The trail itself is accessible, but people now have to cross roads without infrastructure, and get close to each other while waiting","April 2, 2020",,,,,"https://drive.google.com/open?id=1MZ4H8PciGKHipXGiQAPz2Al58XnhS4LB.
https://www.bruzz.be/veiligheid/voetgangersbruggen-woluwe-en-oudergem-afgesloten-averechts-effect-2020-04-02
  ",https://www.dhnet.be/regions/bruxelles/les-cyclistes-interdits-sur-la-promenade-verte-5e85ecacd8ad581631a2f25b,,,
127,Villaviencio,Colombia,Automated walk signals,,"April 7, 2020",,,,Carlos Pardo carlos@numo.global,https://twitter.com/jimenarivera/status/1247704869257035777?s=11,,,,
128,Villaviencio,Colombia,Other strategies: bike share,Gave their full fleet of public bikes (100 bikes) for health providers,"April 7, 2020",,,,Carlos Pardo carlos@numo.global,https://twitter.com/jimenarivera/status/1247704869257035777?s=11,,,,
129,Poland,Poland,Specific policy action to restrict walking & biking,"Any biking and using public spaces (parks, public squares, forests etc.) is strictly forbiden with policmen giving fines to people not obeying the rules. All the public rental bikes and scooters were banned. ","April 8, 2020",,,,,"https://www.rynekzdrowia.pl/Po-godzinach/Prof-Simon-nie-przesladujmy-rowerzystow-i-biegaczy-Lepsza-tezyzna-fizyczna-niz-picie-wodki,205830,10.html?fbclid=IwAR2c5ccUZMGg0KRNUYQg0fCJwiXBD1TicO5lTfj-XlzqIlMw4EhWn7VHEyA",https://www.gov.pl/web/koronawirus/aktualne-zasady-i-ograniczenia,,,
130,Poland,Poland,Specific enforcement action to restrict walking & biking,Policmen controling the public spaces and giving horrendous fines.,"April 8, 2020",,,,,"https://www.rynekzdrowia.pl/Po-godzinach/Prof-Simon-nie-przesladujmy-rowerzystow-i-biegaczy-Lepsza-tezyzna-fizyczna-niz-picie-wodki,205830,10.html?fbclid=IwAR2c5ccUZMGg0KRNUYQg0fCJwiXBD1TicO5lTfj-XlzqIlMw4EhWn7VHEyA",https://www.gov.pl/web/koronawirus/aktualne-zasady-i-ograniczenia,,,
131,Berlin,Germany,Reallocated outer lane/curb space,"Temporary bike lane will be marked on Petersburger Strasse in Berlin-Friedrichshain on a former vehicle lane; 2 other streets will follow (Lichtenberger Strasse between Strausberger Platz and Holzmarktstrasse on both sides, Gitschiner Strasse between Zossener Strasse and Lindenstrasse on both sides)","April 8, 2020",,Temporary,,j.kluge@izt.de,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2020/pressemitteilung.911780.php,https://taz.de/Fahrradpolitik-in-Berlin/!5670935/,https://www.nextbike.de/de/berlin/news/nextbikes-kostenlos-leihen/,https://www.berlin.de/sen/uvk/presse/pressemitteilungen/2020/pressemitteilung.918101.php,https://twitter.com/SenUVKBerlin/status/1242859043716202498
132,Edmonton,Canada,Reallocated outer lane/curb space,2 streets--Victoria Promanade & Saskatchewan Dr--having 1 travel lane dedicated to pedestrians & cyclists,"April 8, 2020",,,,,https://twitter.com/VisionZeroCA/status/1251293199315984386,,,,
133,Edmonton,Canada,Automated walk signals,At 56 high-traffic intersections,"April 8, 2020",,,,,https://twitter.com/CityofEdmonton/status/1247939511352320001,,,,
134,Hamilton,New Zealand,Fasttracked implementation of ped/bike plans,City Council has requested funding from national government to fastrack constuction of cycleways (among other projects) as part of COVID19 economic recovery plan.,"April 8, 2020",,,,,https://www.stuff.co.nz/national/120893444/coronavirus-longterm-covid19-legacy-for-hamilton--cycleways-and-more-trees?fbclid=IwAR312ZVU3WioyhFtbYjlWAtUqrZ01N-dCCRowoW7VD6rnydcTFJO6Pvt9Cs,,,,
135,"Kyle, TX",USA,Fasttracked implementation of ped/bike plans,the city worked to complete a walking trail that had been in the works for years in order to open up space to walk (recreation),"April 8, 2020",,Permanent ,,,https://www.fox7austin.com/news/city-of-kyle-opens-12-miles-worth-of-trails-for-residents-to-safely-go-outside,,,,
136,Melbourne,Australia,Automated walk signals,,,,,,,,,,,
137,Taguig,Philippines,Specific policy action to restrict walking & biking,The Mayor has warned citizens in this area about engaging in outdoor and leisure activities amid the enhanced community quarantine in place. ,"April 9, 2020",,,,,https://www.gmanetwork.com/news/news/metro/733374/taguig-mayor-warns-residents-against-engaging-in-leisure-outdoor-activities/story/,,,,
138,Taguig,Philippines,Specific enforcement action to restrict walking & biking,"Residents engaged in outdoor exercise, even while maintaining social distancing, are considered violators and a few have been arrested.","April 9, 2020",,,,,https://www.gmanetwork.com/news/news/metro/733374/taguig-mayor-warns-residents-against-engaging-in-leisure-outdoor-activities/story/,,,,
139,"Kyle, TX",USA,Other strategies: created new recreational areas,the city worked with a golf course to open up the front 9 for recreational walking several days a week.,"April 8, 2020",,Temporary,,,https://www.fox7austin.com/news/city-of-kyle-opens-12-miles-worth-of-trails-for-residents-to-safely-go-outside,,,,
140,"San Francisco, CA",USA,Automated walk signals,near/in Golden Gate Park,"April 8, 2020",,,,,,,,,
141,Stuttgart,Germany,Closed streets to motor vehicles,"Hofener Straße reserved for walking, cycling, & rollerblading on public holidays & Sundays from 10 April. Not a new initiative; rather an earlier start to a regular summertime open streets program (usually begins on May 1)","April 8, 2020",,,"The political discussion about this closure started already 1978 (!!) and didn't get to a result until the first closure, which happened on May 1st 2017. That's true, it took from 1978 until 2017, almost 40 years, for the city of Stuttgart to close one single road on one day a week (sundays) during the summertime.",Kistof Hoyer,https://stuttgart.de/item/show/273273/1/9/692220,,,,
